"iso_a3","country","year","region","income_group","gdp_percap","population","birth_rate","neonat_mortal"
"JPN","Japan",2006,"East Asia & Pacific","High income",31790.6501612767,127854000,8.65,1.3
"JPN","Japan",2007,"East Asia & Pacific","High income",33313.8603477128,128001000,8.63,1.3
"JPN","Japan",2008,"East Asia & Pacific","High income",33495.1780721489,128063000,8.7,1.2
"JPN","Japan",2009,"East Asia & Pacific","High income",31857.3650550917,128047000,8.5,1.2
"JPN","Japan",2010,"East Asia & Pacific","High income",33740.527185891,128070000,8.5,1.2
"JPN","Japan",2011,"East Asia & Pacific","High income",34315.7984145976,127817277,8.3,1.1
"JPN","Japan",2012,"East Asia & Pacific","High income",35598.0856094825,127561489,8.2,1.1
"JPN","Japan",2013,"East Asia & Pacific","High income",36223.3406743794,127338621,8.2,1
"JPN","Japan",2014,"East Asia & Pacific","High income",36426.3022068977,127131800,,
"KAZ","Kazakhstan",1990,"Europe & Central Asia","Upper middle income",8226.84179430913,16348000,21.7,22.5
"KAZ","Kazakhstan",1991,"Europe & Central Asia","Upper middle income",7518.47565099977,16450500,21,22.5
"KAZ","Kazakhstan",1992,"Europe & Central Asia","Upper middle income",7287.34657060729,16439095,19.9,22.6
"KAZ","Kazakhstan",1993,"Europe & Central Asia","Upper middle income",6819.42200897747,16330419,18.6,22.6
"KAZ","Kazakhstan",1994,"Europe & Central Asia","Upper middle income",6175.97194826658,16095199,18.2,22.7
"KAZ","Kazakhstan",1995,"Europe & Central Asia","Upper middle income",5890.10323962094,15815626,16.7,22.6
"KAZ","Kazakhstan",1996,"Europe & Central Asia","Upper middle income",6119.60526112616,15577894,15.9,22.3
"KAZ","Kazakhstan",1997,"Europe & Central Asia","Upper middle income",6430.96794992249,15333703,14.7,21.8
"KAZ","Kazakhstan",1998,"Europe & Central Asia","Upper middle income",6488.27876955656,15071300,14.3,21.1
"KAZ","Kazakhstan",1999,"Europe & Central Asia","Upper middle income",6830.18398106011,14928426,14.2,20.4
"KAZ","Kazakhstan",2000,"Europe & Central Asia","Upper middle income",7693.28301206379,14883626,14.7,19.6
"KAZ","Kazakhstan",2001,"Europe & Central Asia","Upper middle income",8946.0686238051,14858335,14.9,18.9
"KAZ","Kazakhstan",2002,"Europe & Central Asia","Upper middle income",9973.16388385506,14858948,14.6,18.1
"KAZ","Kazakhstan",2003,"Europe & Central Asia","Upper middle income",11080.6951584284,14909018,16.63,17.3
"KAZ","Kazakhstan",2004,"Europe & Central Asia","Upper middle income",12391.9656108405,15012985,18.19,16.5
"KAZ","Kazakhstan",2005,"Europe & Central Asia","Upper middle income",13907.2204610883,15147029,18.42,15.7
"KAZ","Kazakhstan",2006,"Europe & Central Asia","Upper middle income",15701.328729894,15308084,19.71,14.9
"KAZ","Kazakhstan",2007,"Europe & Central Asia","Upper middle income",17354.1556243239,15484192,20.79,14
"KAZ","Kazakhstan",2008,"Europe & Central Asia","Upper middle income",18057.1501673062,15674000,22.75,13.1
"KAZ","Kazakhstan",2009,"Europe & Central Asia","Upper middle income",17933.5531569465,16092701,22.15,12.2
"KAZ","Kazakhstan",2010,"Europe & Central Asia","Upper middle income",19204.5841538842,16321581,22.54,11.3
"KAZ","Kazakhstan",2011,"Europe & Central Asia","Upper middle income",20772.0661241604,16556600,22.52,10.4
"KAZ","Kazakhstan",2012,"Europe & Central Asia","Upper middle income",21891.7260216462,16791425,22.69,9.6
"KAZ","Kazakhstan",2013,"Europe & Central Asia","Upper middle income",23213.8812187455,17035275,22.73,8.8
"KAZ","Kazakhstan",2014,"Europe & Central Asia","Upper middle income",24204.6669607515,17289111,,
"KEN","Kenya",1990,"Sub-Saharan Africa","Low income",1535.65252471647,23446439,42.177,32.8
"KEN","Kenya",1991,"Sub-Saharan Africa","Low income",1557.08838588123,24237056,41.129,33
"KEN","Kenya",1992,"Sub-Saharan Africa","Low income",1529.3757637014,25036941,40.194,33.2
"KEN","Kenya",1993,"Sub-Saharan Africa","Low income",1522.51114177114,25839132,39.417,33.3
"KEN","Kenya",1994,"Sub-Saharan Africa","Low income",1548.18447802614,26634659,38.826,33.4
"KEN","Kenya",1995,"Sub-Saharan Africa","Low income",1602.96545497,27418077,38.438,33.5
"KEN","Kenya",1996,"Sub-Saharan Africa","Low income",1653.58737741433,28186224,38.25,33.4
"KEN","Kenya",1997,"Sub-Saharan Africa","Low income",1645.65453626462,28943647,38.211,33.3
"KEN","Kenya",1998,"Sub-Saharan Africa","Low income",1674.36302773631,29702246,38.27,33.2
"KEN","Kenya",1999,"Sub-Saharan Africa","Low income",1694.87711827739,30478597,38.389,33
"KEN","Kenya",2000,"Sub-Saharan Africa","Low income",1698.88779319689,31285050,38.532,32.7
"KEN","Kenya",2001,"Sub-Saharan Africa","Low income",1756.0605091205,32126351,38.668,32.4
"KEN","Kenya",2002,"Sub-Saharan Africa","Low income",1745.27898058245,33000524,38.773,32
"KEN","Kenya",2003,"Sub-Saharan Africa","Low income",1783.401337764,33905011,38.825,31.5
"KEN","Kenya",2004,"Sub-Saharan Africa","Low income",1874.57667109968,34834606,38.8,31.1
"KEN","Kenya",2005,"Sub-Saharan Africa","Low income",1994.71838549283,35785718,38.676,30.6
"KEN","Kenya",2006,"Sub-Saharan Africa","Low income",2128.36254700242,36757498,38.442,30.1
"KEN","Kenya",2007,"Sub-Saharan Africa","Low income",2276.20579159188,37752304,38.11,29.6
"KEN","Kenya",2008,"Sub-Saharan Africa","Low income",2264.99263514709,38773277,37.699,29
"KEN","Kenya",2009,"Sub-Saharan Africa","Low income",2295.4172298576,39824734,37.218,28.5
"KEN","Kenya",2010,"Sub-Saharan Africa","Low income",2451.90775079263,40909194,36.681,27.9
"KEN","Kenya",2011,"Sub-Saharan Africa","Low income",2584.79215510181,42027891,36.104,27.3
"KEN","Kenya",2012,"Sub-Saharan Africa","Low income",2677.75681200563,43178141,35.505,26.8
"KEN","Kenya",2013,"Sub-Saharan Africa","Low income",2796.09105707195,44353691,34.904,26.3
"KEN","Kenya",2014,"Sub-Saharan Africa","Low income",2909.81689287188,45545980,,
"KGZ","Kyrgyz Republic",1990,"Europe & Central Asia","Lower middle income",2245.78952931283,4391200,29.3,28.2
"KGZ","Kyrgyz Republic",1991,"Europe & Central Asia","Lower middle income",2103.67398674337,4463600,29.1,28.1
"KGZ","Kyrgyz Republic",1992,"Europe & Central Asia","Lower middle income",1831.53839978536,4515400,28.6,28
"KGZ","Kyrgyz Republic",1993,"Europe & Central Asia","Lower middle income",1584.77802934513,4516700,26.1,27.8
"KGZ","Kyrgyz Republic",1994,"Europe & Central Asia","Lower middle income",1293.88325511607,4515100,24.6,27.4
"KGZ","Kyrgyz Republic",1995,"Europe & Central Asia","Lower middle income",1236.8192491095,4560400,26,26.9
"KGZ","Kyrgyz Republic",1996,"Europe & Central Asia","Lower middle income",1328.80639423734,4628400,23.6,26.2
"KGZ","Kyrgyz Republic",1997,"Europe & Central Asia","Lower middle income",1464.04838596266,4696400,22,25.4
"KGZ","Kyrgyz Republic",1998,"Europe & Central Asia","Lower middle income",1488.33129676963,4769000,21.9,24.6
"KGZ","Kyrgyz Republic",1999,"Europe & Central Asia","Lower middle income",1543.24546805905,4840400,21.5,23.9
"KGZ","Kyrgyz Republic",2000,"Europe & Central Asia","Lower middle income",1644.31196223471,4898400,19.8,23.1
"KGZ","Kyrgyz Republic",2001,"Europe & Central Asia","Lower middle income",1754.55432690017,4945100,19.8,22.3
"KGZ","Kyrgyz Republic",2002,"Europe & Central Asia","Lower middle income",1764.90515386387,4990700,19.2,21.6
"KGZ","Kyrgyz Republic",2003,"Europe & Central Asia","Lower middle income",1906.55626023315,5043300,20.9,20.9
"KGZ","Kyrgyz Republic",2004,"Europe & Central Asia","Lower middle income",2071.41748052266,5104700,21.6,20.3
"KGZ","Kyrgyz Republic",2005,"Europe & Central Asia","Lower middle income",2110.37792883622,5162600,21.4,19.7
"KGZ","Kyrgyz Republic",2006,"Europe & Central Asia","Lower middle income",2218.72792315876,5218400,23.3,19.1
"KGZ","Kyrgyz Republic",2007,"Europe & Central Asia","Lower middle income",2448.89918445326,5268400,23.4,18.5
"KGZ","Kyrgyz Republic",2008,"Europe & Central Asia","Lower middle income",2681.12217370498,5318700,23.9,17.7
"KGZ","Kyrgyz Republic",2009,"Europe & Central Asia","Lower middle income",2746.10263795097,5383300,25.2,16.9
"KGZ","Kyrgyz Republic",2010,"Europe & Central Asia","Lower middle income",2733.72932644944,5447900,26.8,16
"KGZ","Kyrgyz Republic",2011,"Europe & Central Asia","Lower middle income",2920.6032099095,5514600,27.1,15.1
"KGZ","Kyrgyz Republic",2012,"Europe & Central Asia","Lower middle income",2921.35902553724,5607200,27.6,14.2
"KGZ","Kyrgyz Republic",2013,"Europe & Central Asia","Lower middle income",3223.8952896371,5719600,27.2,13.3
"KGZ","Kyrgyz Republic",2014,"Europe & Central Asia","Lower middle income",3322.21943115552,5834200,,
"KHM","Cambodia",1990,"East Asia & Pacific","Low income",,9057339,42.273,37.7
"KHM","Cambodia",1991,"East Asia & Pacific","Low income",,9378185,40.521,37.7
"KHM","Cambodia",1992,"East Asia & Pacific","Low income",,9721775,38.709,37.8
"KHM","Cambodia",1993,"East Asia & Pacific","Low income",702.146406181078,10077404,36.876,38
"KHM","Cambodia",1994,"East Asia & Pacific","Low income",755.873006742932,10430268,35.082,38.2
"KHM","Cambodia",1995,"East Asia & Pacific","Low income",795.504422830235,10769198,33.391,38.5
"KHM","Cambodia",1996,"East Asia & Pacific","Low income",829.122570381614,11090611,31.852,38.7
"KHM","Cambodia",1997,"East Asia & Pacific","Low income",866.840048768756,11395958,30.484,38.8
"KHM","Cambodia",1998,"East Asia & Pacific","Low income",897.352808187009,11685332,29.299,38.5
"KHM","Cambodia",1999,"East Asia & Pacific","Low income",996.138817061128,11960467,28.315,37.7
"KHM","Cambodia",2000,"East Asia & Pacific","Low income",1084.33321584521,12222871,27.545,36.3
"KHM","Cambodia",2001,"East Asia & Pacific","Low income",1174.20685015337,12472586,26.99,34.3
"KHM","Cambodia",2002,"East Asia & Pacific","Low income",1248.27321434807,12709336,26.612,32
"KHM","Cambodia",2003,"East Asia & Pacific","Low income",1357.42386633129,12934369,26.372,29.5
"KHM","Cambodia",2004,"East Asia & Pacific","Low income",1513.80858409856,13149386,26.238,27.3
"KHM","Cambodia",2005,"East Asia & Pacific","Low income",1742.12253169963,13356424,26.183,25.5
"KHM","Cambodia",2006,"East Asia & Pacific","Low income",1959.9089086736,13555054,26.182,23.9
"KHM","Cambodia",2007,"East Asia & Pacific","Low income",2186.54367999526,13747288,26.215,22.6
"KHM","Cambodia",2008,"East Asia & Pacific","Low income",2345.64944968813,13940518,26.253,21.4
"KHM","Cambodia",2009,"East Asia & Pacific","Low income",2331.44375522122,14144225,26.266,20.4
"KHM","Cambodia",2010,"East Asia & Pacific","Low income",2462.22221860394,14364931,26.225,19.6
"KHM","Cambodia",2011,"East Asia & Pacific","Low income",2646.33555597766,14605862,26.109,18.9
"KHM","Cambodia",2012,"East Asia & Pacific","Low income",2840.52538267102,14864646,25.917,18.2
"KHM","Cambodia",2013,"East Asia & Pacific","Low income",3039.61421145286,15135169,25.652,17.6
"KHM","Cambodia",2014,"East Asia & Pacific","Low income",3242.31258596449,15408270,,
"KIR","Kiribati",1990,"East Asia & Pacific","Lower middle income",939.246060886307,71040,35.971,29.8
"KIR","Kiribati",1991,"East Asia & Pacific","Lower middle income",911.881811130219,72343,35.613,29.1
"KIR","Kiribati",1992,"East Asia & Pacific","Lower middle income",948.057230878062,73434,35.185,28.4
"KIR","Kiribati",1993,"East Asia & Pacific","Lower middle income",991.377018664764,74395,34.67,27.9
"KIR","Kiribati",1994,"East Asia & Pacific","Lower middle income",1048.64005840619,75346,34.067,27.4
"KIR","Kiribati",1995,"East Asia & Pacific","Lower middle income",1045.8008565904,76378,33.367,27
"KIR","Kiribati",1996,"East Asia & Pacific","Lower middle income",1113.5080756171,77511,32.564,26.5
"KIR","Kiribati",1997,"East Asia & Pacific","Lower middle income",1177.21876920661,78725,31.675,26
"KIR","Kiribati",1998,"East Asia & Pacific","Lower middle income",1299.33334121298,80018,30.725,25.6
"KIR","Kiribati",1999,"East Asia & Pacific","Lower middle income",1299.12613448418,81377,29.741,25.1
"KIR","Kiribati",2000,"East Asia & Pacific","Lower middle income",1430.20252119407,82788,28.758,24.7
"KIR","Kiribati",2001,"East Asia & Pacific","Lower middle income",1447.33100733415,84261,27.806,24.3
"KIR","Kiribati",2002,"East Asia & Pacific","Lower middle income",1451.54279891342,85799,26.911,24
"KIR","Kiribati",2003,"East Asia & Pacific","Lower middle income",1512.44390411469,87371,26.098,23.7
"KIR","Kiribati",2004,"East Asia & Pacific","Lower middle income",1575.1196672736,88936,25.387,23.5
"KIR","Kiribati",2005,"East Asia & Pacific","Lower middle income",1595.48750424726,90468,24.796,23.4
"KIR","Kiribati",2006,"East Asia & Pacific","Lower middle income",1545.01116130781,91953,24.333,23.3
"KIR","Kiribati",2007,"East Asia & Pacific","Lower middle income",1678.91149345959,93401,23.98,23.3
"KIR","Kiribati",2008,"East Asia & Pacific","Lower middle income",1732.45058923203,94832,23.719,23.1
"KIR","Kiribati",2009,"East Asia & Pacific","Lower middle income",1708.06226274076,96272,23.535,22.9
"KIR","Kiribati",2010,"East Asia & Pacific","Lower middle income",1694.38401101681,97743,23.413,22.6
"KIR","Kiribati",2011,"East Asia & Pacific","Lower middle income",1749.77353809945,99250,23.339,22.3
"KIR","Kiribati",2012,"East Asia & Pacific","Lower middle income",1803.32902634153,100786,23.294,21.9
"KIR","Kiribati",2013,"East Asia & Pacific","Lower middle income",1855.79102195344,102351,23.261,21.6
"KIR","Kiribati",2014,"East Asia & Pacific","Lower middle income",1910.22984710466,103942,,
"KNA","St. Kitts and Nevis",1990,"Latin America & Caribbean","High income",9215.68626806476,40833,,17.3
"KNA","St. Kitts and Nevis",1991,"Latin America & Caribbean","High income",9518.86402730654,41009,,16.6
"KNA","St. Kitts and Nevis",1992,"Latin America & Caribbean","High income",9972.66802415182,41360,21.5,16
"KNA","St. Kitts and Nevis",1993,"Latin America & Caribbean","High income",10765.7833724852,41836,,15.4
"KNA","St. Kitts and Nevis",1994,"Latin America & Caribbean","High income",11412.3469739586,42363,,14.8
"KNA","St. Kitts and Nevis",1995,"Latin America & Caribbean","High income",11929.8458201533,42888,19.4,14.2
"KNA","St. Kitts and Nevis",1996,"Latin America & Caribbean","High income",12792.4672439494,43391,19.7,13.7
"KNA","St. Kitts and Nevis",1997,"Latin America & Caribbean","High income",13735.9309408541,43885,20.5,13.1
"KNA","St. Kitts and Nevis",1998,"Latin America & Caribbean","High income",13883.7124218627,44391,,12.6
"KNA","St. Kitts and Nevis",1999,"Latin America & Caribbean","High income",14650.1536555056,44938,,12
"KNA","St. Kitts and Nevis",2000,"Latin America & Caribbean","High income",15128.3955619198,45544,,11.5
"KNA","St. Kitts and Nevis",2001,"Latin America & Caribbean","High income",16008.2557287388,46214,17.3,10.9
"KNA","St. Kitts and Nevis",2002,"Latin America & Caribbean","High income",16298.7427173842,46934,17.3,10.4
"KNA","St. Kitts and Nevis",2003,"Latin America & Caribbean","High income",15946.9091402954,47679,,10
"KNA","St. Kitts and Nevis",2004,"Latin America & Caribbean","High income",16877.3242934244,48421,,9.6
"KNA","St. Kitts and Nevis",2005,"Latin America & Caribbean","High income",18755.1689540035,49139,,9.2
"KNA","St. Kitts and Nevis",2006,"Latin America & Caribbean","High income",20188.0592920817,49823,,8.9
"KNA","St. Kitts and Nevis",2007,"Latin America & Caribbean","High income",21035.8028668216,50478,,8.5
"KNA","St. Kitts and Nevis",2008,"Latin America & Caribbean","High income",22057.8118194686,51110,,8.3
"KNA","St. Kitts and Nevis",2009,"Latin America & Caribbean","High income",20729.2141364164,51731,,8
"KNA","St. Kitts and Nevis",2010,"Latin America & Caribbean","High income",20064.4254138757,52352,,7.7
"KNA","St. Kitts and Nevis",2011,"Latin America & Caribbean","High income",20582.4559218773,52971,,7.5
"KNA","St. Kitts and Nevis",2012,"Latin America & Caribbean","High income",20458.3974326674,53584,,7.3
"KNA","St. Kitts and Nevis",2013,"Latin America & Caribbean","High income",21303.0440996018,54191,,7
"KNA","St. Kitts and Nevis",2014,"Latin America & Caribbean","High income",22733.1463217425,54789,,
"KOR","Korea, Rep.",1990,"East Asia & Pacific","High income",8610.68520991556,42869283,15.2,3.1
"KOR","Korea, Rep.",1991,"East Asia & Pacific","High income",9665.34860881714,43295704,16.4,3
"KOR","Korea, Rep.",1992,"East Asia & Pacific","High income",10347.5104371033,43747962,16.7,2.8
"KOR","Korea, Rep.",1993,"East Asia & Pacific","High income",11150.3672070599,44194628,16,2.7
"KOR","Korea, Rep.",1994,"East Asia & Pacific","High income",12262.5693312055,44641540,16,2.5
"KOR","Korea, Rep.",1995,"East Asia & Pacific","High income",13499.7795838568,45092991,15.7,2.4
"KOR","Korea, Rep.",1996,"East Asia & Pacific","High income",14594.3023787553,45524681,15,2.3
"KOR","Korea, Rep.",1997,"East Asia & Pacific","High income",15553.5492389146,45953580,14.4,2.3
"KOR","Korea, Rep.",1998,"East Asia & Pacific","High income",14717.3732758923,46286503,13.6,2.4
"KOR","Korea, Rep.",1999,"East Asia & Pacific","High income",16428.8466583594,46616677,13,2.5
"KOR","Korea, Rep.",2000,"East Asia & Pacific","High income",18091.485461434,47008111,13.3,2.7
"KOR","Korea, Rep.",2001,"East Asia & Pacific","High income",19198.4972690278,47357362,11.6,2.8
"KOR","Korea, Rep.",2002,"East Asia & Pacific","High income",20784.9455980244,47622179,10.2,2.9
"KOR","Korea, Rep.",2003,"East Asia & Pacific","High income",21389.2442832013,47859311,10.2,2.8
"KOR","Korea, Rep.",2004,"East Asia & Pacific","High income",22967.8126305137,48039415,9.8,2.6
"KOR","Korea, Rep.",2005,"East Asia & Pacific","High income",24219.788858625,48138077,8.9,2.5
"KOR","Korea, Rep.",2006,"East Asia & Pacific","High income",25863.2152320764,48371946,9.2,2.3
"KOR","Korea, Rep.",2007,"East Asia & Pacific","High income",27872.0842795444,48597652,10,2.1
"KOR","Korea, Rep.",2008,"East Asia & Pacific","High income",28718.0448076989,48948698,9.4,1.9
"KOR","Korea, Rep.",2009,"East Asia & Pacific","High income",28392.7500627166,49182038,9,1.8
"KOR","Korea, Rep.",2010,"East Asia & Pacific","High income",30465.2536063364,49410366,9.4,1.8
"KOR","Korea, Rep.",2011,"East Asia & Pacific","High income",31327.1268995123,49779440,9.4,1.7
"KOR","Korea, Rep.",2012,"East Asia & Pacific","High income",32021.7405858499,50004441,9.6,1.7
"KOR","Korea, Rep.",2013,"East Asia & Pacific","High income",33089.0800299848,50219669,8.6,1.6
"KOR","Korea, Rep.",2014,"East Asia & Pacific","High income",34355.7298411274,50423955,,
"KWT","Kuwait",1990,"Middle East & North Africa","High income",,2059774,19.424,9.3
"KWT","Kuwait",1991,"Middle East & North Africa","High income",,1999651,18.285,8.7
"KWT","Kuwait",1992,"Middle East & North Africa","High income",,,17.92,8.3
"KWT","Kuwait",1993,"Middle East & North Africa","High income",,,18.296,8
"KWT","Kuwait",1994,"Middle East & North Africa","High income",,,19.311,7.9
"KWT","Kuwait",1995,"Middle East & North Africa","High income",59981.380870576,1586123,20.717,7.7
"KWT","Kuwait",1996,"Middle East & North Africa","High income",61480.0364602804,1585244,22.178,7.5
"KWT","Kuwait",1997,"Middle East & North Africa","High income",62090.9515559034,1635999,23.373,7.3
"KWT","Kuwait",1998,"Middle East & North Africa","High income",61806.3899712746,1722208,24.081,7.1
"KWT","Kuwait",1999,"Middle East & North Africa","High income",58369.2639654432,1818405,24.223,6.8
"KWT","Kuwait",2000,"Middle East & North Africa","High income",59620.4443579064,1906231,23.854,6.6
"KWT","Kuwait",2001,"Middle East & North Africa","High income",59117.1886988443,1980604,23.147,6.5
"KWT","Kuwait",2002,"Middle East & North Africa","High income",59784.1157394565,2048232,22.383,6.4
"KWT","Kuwait",2003,"Middle East & North Africa","High income",69234.6929223629,2116353,21.777,6.2
"KWT","Kuwait",2004,"Middle East & North Africa","High income",75920.5934525092,2196466,21.401,6.1
"KWT","Kuwait",2005,"Middle East & North Africa","High income",82508.5909028676,2296314,21.263,6
"KWT","Kuwait",2006,"Middle East & North Africa","High income",86857.2210025869,2417445,21.31,5.9
"KWT","Kuwait",2007,"Middle East & North Africa","High income",89426.0067284385,2554920,21.41,5.9
"KWT","Kuwait",2008,"Middle East & North Africa","High income",88347.7369320413,2702221,21.463,5.8
"KWT","Kuwait",2009,"Middle East & North Africa","High income",78427.6188736285,2850102,21.435,5.6
"KWT","Kuwait",2010,"Middle East & North Africa","High income",73840.9531168722,2991580,21.314,5.5
"KWT","Kuwait",2011,"Middle East & North Africa","High income",79101.9824109549,3124705,21.107,5.2
"KWT","Kuwait",2012,"Middle East & North Africa","High income",82535.1335235196,3250496,20.852,5
"KWT","Kuwait",2013,"Middle East & North Africa","High income",82024.2885688188,3368572,20.575,4.7
"KWT","Kuwait",2014,"Middle East & North Africa","High income",,3479371,,
"LAO","Lao PDR",1990,"East Asia & Pacific","Lower middle income",1048.59134137273,4244520,42.867,47.7
"LAO","Lao PDR",1991,"East Asia & Pacific","Lower middle income",1097.61616830116,4369940,42.411,47
"LAO","Lao PDR",1992,"East Asia & Pacific","Lower middle income",1151.35822892454,4497827,41.737,46.3
"LAO","Lao PDR",1993,"East Asia & Pacific","Lower middle income",1213.8913197075,4625861,40.847,45.5
"LAO","Lao PDR",1994,"East Asia & Pacific","Lower middle income",1305.51675427438,4751142,39.753,44.7
"LAO","Lao PDR",1995,"East Asia & Pacific","Lower middle income",1391.21999739679,4871472,38.467,43.9
"LAO","Lao PDR",1996,"East Asia & Pacific","Lower middle income",1479.79563988683,4986592,37.008,43.1
"LAO","Lao PDR",1997,"East Asia & Pacific","Lower middle income",1573.79824490443,5096724,35.439,42.3
"LAO","Lao PDR",1998,"East Asia & Pacific","Lower middle income",1620.86821180016,5200898,33.844,41.4
"LAO","Lao PDR",1999,"East Asia & Pacific","Lower middle income",1733.49826087495,5298146,32.3,40.6
"LAO","Lao PDR",2000,"East Asia & Pacific","Lower middle income",1844.3759934519,5388281,30.921,39.8
"LAO","Lao PDR",2001,"East Asia & Pacific","Lower middle income",1965.03904193159,5470169,29.816,38.9
"LAO","Lao PDR",2002,"East Asia & Pacific","Lower middle income",2084.68450718898,5545245,29.024,38
"LAO","Lao PDR",2003,"East Asia & Pacific","Lower middle income",2225.6242834889,5619069,28.544,37.2
"LAO","Lao PDR",2004,"East Asia & Pacific","Lower middle income",2398.05198154139,5699112,28.354,36.3
"LAO","Lao PDR",2005,"East Asia & Pacific","Lower middle income",2609.2329059777,5790646,28.383,35.4
"LAO","Lao PDR",2006,"East Asia & Pacific","Lower middle income",2869.03756537556,5895930,28.525,34.6
"LAO","Lao PDR",2007,"East Asia & Pacific","Lower middle income",3107.30336635597,6013278,28.653,33.8
"LAO","Lao PDR",2008,"East Asia & Pacific","Lower middle income",3346.13986722558,6139127,28.671,32.9
"LAO","Lao PDR",2009,"East Asia & Pacific","Lower middle income",3549.97499623881,6267968,28.532,32.1
"LAO","Lao PDR",2010,"East Asia & Pacific","Lower middle income",3821.8412299792,6395713,28.226,31.3
"LAO","Lao PDR",2011,"East Asia & Pacific","Lower middle income",4133.14757814321,6521314,27.781,30.5
"LAO","Lao PDR",2012,"East Asia & Pacific","Lower middle income",4459.80121840705,6645827,27.272,29.8
"LAO","Lao PDR",2013,"East Asia & Pacific","Lower middle income",4821.92369727517,6769727,26.759,29.1
"LAO","Lao PDR",2014,"East Asia & Pacific","Lower middle income",5162.30227071148,6894098,,
"LBN","Lebanon",1990,"Middle East & North Africa","Upper middle income",4998.96180979581,2703019,24.621,15.9
"LBN","Lebanon",1991,"Middle East & North Africa","Upper middle income",7010.31027118972,2752473,24.12,15.3
"LBN","Lebanon",1992,"Middle East & North Africa","Upper middle income",7308.49731020926,2821868,23.634,14.7
"LBN","Lebanon",1993,"Middle East & North Africa","Upper middle income",7787.98231127812,2900862,23.15,14.2
"LBN","Lebanon",1994,"Middle East & North Africa","Upper middle income",8377.18954828736,2974647,22.655,13.7
"LBN","Lebanon",1995,"Middle East & North Africa","Upper middle income",8934.29466163948,3033406,22.127,13.2
"LBN","Lebanon",1996,"Middle East & North Africa","Upper middle income",9447.64550348043,3070984,21.543,12.7
"LBN","Lebanon",1997,"Middle East & North Africa","Upper middle income",9323.61656157463,3092718,20.891,12.2
"LBN","Lebanon",1998,"Middle East & North Africa","Upper middle income",9696.63161960532,3114014,20.169,11.7
"LBN","Lebanon",1999,"Middle East & North Africa","Upper middle income",9667.87299959432,3156706,19.383,11.2
"LBN","Lebanon",2000,"Middle East & North Africa","Upper middle income",9777.09417113725,3235380,18.535,10.7
"LBN","Lebanon",2001,"Middle East & North Africa","Upper middle income",10016.8546998237,3357600,17.631,10.1
"LBN","Lebanon",2002,"Middle East & North Africa","Upper middle income",10041.2433053456,3515604,16.698,9.6
"LBN","Lebanon",2003,"Middle East & North Africa","Upper middle income",10073.0273165469,3690110,15.775,9.1
"LBN","Lebanon",2004,"Middle East & North Africa","Upper middle income",10652.1724200994,3853582,14.9,8.5
"LBN","Lebanon",2005,"Middle East & North Africa","Upper middle income",10914.5421707921,3986865,14.128,7.9
"LBN","Lebanon",2006,"Middle East & North Africa","Upper middle income",11169.7414157454,4079823,13.514,7.4
"LBN","Lebanon",2007,"Middle East & North Africa","Upper middle income",12363.5780416119,4139813,13.079,6.9
"LBN","Lebanon",2008,"Middle East & North Africa","Upper middle income",13600.9841396946,4186088,12.828,6.5
"LBN","Lebanon",2009,"Middle East & North Africa","Upper middle income",14899.4084727171,4246924,12.751,6.2
"LBN","Lebanon",2010,"Middle East & North Africa","Upper middle income",15933.9946440696,4341092,12.822,5.9
"LBN","Lebanon",2011,"Middle East & North Africa","Upper middle income",16431.1496059329,4382790,12.998,5.7
"LBN","Lebanon",2012,"Middle East & North Africa","Upper middle income",16931.4686728594,4424888,13.218,5.4
"LBN","Lebanon",2013,"Middle East & North Africa","Upper middle income",17173.4557602744,4467390,13.426,5.2
"LBN","Lebanon",2014,"Middle East & North Africa","Upper middle income",17603.4085356582,4510301,,
"LBR","Liberia",1990,"Sub-Saharan Africa","Low income",324.80229115028,2102877,45.331,52.1
"LBR","Liberia",1991,"Sub-Saharan Africa","Low income",293.002144629119,2066060,44.869,52.2
"LBR","Liberia",1992,"Sub-Saharan Africa","Low income",198.121153438246,2028672,44.48,52
"LBR","Liberia",1993,"Sub-Saharan Africa","Low income",137.461856221422,2006349,44.175,51.6
"LBR","Liberia",1994,"Sub-Saharan Africa","Low income",109.13942769603,2019148,43.949,51
"LBR","Liberia",1995,"Sub-Saharan Africa","Low income",103.545963629992,2079921,43.786,50.2
"LBR","Liberia",1996,"Sub-Saharan Africa","Low income",111.875819010291,2197801,43.656,49.2
"LBR","Liberia",1997,"Sub-Saharan Africa","Low income",218.105797628905,2365290,43.517,48
"LBR","Liberia",1998,"Sub-Saharan Africa","Low income",264.401800930501,2558085,43.335,46.7
"LBR","Liberia",1999,"Sub-Saharan Africa","Low income",307.821103583064,2741755,43.089,45.3
"LBR","Liberia",2000,"Sub-Saharan Africa","Low income",375.180727645521,2891968,42.765,43.8
"LBR","Liberia",2001,"Sub-Saharan Africa","Low income",451.832862119301,2998770,42.36,42.1
"LBR","Liberia",2002,"Sub-Saharan Africa","Low income",590.913693534219,3070673,41.888,40.4
"LBR","Liberia",2003,"Sub-Saharan Africa","Low income",397.880174688618,3124222,41.367,38.6
"LBR","Liberia",2004,"Sub-Saharan Africa","Low income",380.570816256095,3184643,40.806,36.8
"LBR","Liberia",2005,"Sub-Saharan Africa","Low income",418.861875979881,3269786,40.214,35.1
