"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
10000062,"SHERWOOD OAKS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",79,"130 DANA ST","FORT BRAGG",95437,"Maloney, Jr., Willard  A","sohc@mcn.org","(707) 964-1596","(707) 964-6333",330,"MENDOCINO",11,"SANTA ROSA/REDWOOD COAST",10000036,"01Dec1980","01Dec2014","206231007",39.441172,-123.788596,"(39.441172, -123.788596)"
920000074,"PROVIDENCE ST. ELIZABETH CARE CENTER","SKILLED NURSING FACILITY","LTC",52,"10425 MAGNOLIA BLVD","NORTH HOLLYWOOD",91601,"Silverstein, Neil","neilsilverstein@providence.org","(818) 980-6349","(818) 980-3872",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000070,"04Mar1959","01Jun2015","206190752",34.164939,-118.357857,"(34.164939, -118.357857)"
920000061,"WOODLAND CARE CENTER","SKILLED NURSING FACILITY","LTC",157,"7120 CORBIN AVE","RESEDA",91335,"Hernandez, Gwendy C","awoodland@skilledhealthcare.com","(818) 881-0039","(818) 881-4540",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000024,"10Oct1969","15Nov2014","206190210",34.200073,-118.562221,"(34.200073, -118.562221)"
920000056,"PANORAMA MEADOWS NURSING CENTER, LP","SKILLED NURSING FACILITY","LTC",98,"14857 ROSCOE BLVD","PANORAMA CITY",91402,"Victor, Aaron M","none@dhs.ca.gov","(818) 894-8151","(818) 894-5707",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000072,"20Nov1969","01Apr2015","206190770",34.221523,-118.457135,"(34.221523, -118.457135)"
920000053,"SANTA CLARITA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",99,"23801 NEWHALL AVE","NEWHALL",91321,"Kim, Henry","none@dhs.ca.gov","(661) 255-5083","(661) 259-3660",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000051,"23Aug1965","18Apr2015","206190560",34.372163,-118.517082,"(34.372163, -118.517082)"
90000977,"VIBRA HOSPITAL OF SAN DIEGO","GENERAL ACUTE CARE HOSPITAL","Non-LTC",110,"555 WASHINGTON ST","SAN DIEGO",92103,"Jones, Yameeka","","(619) 260-1268","(619) 260-8300",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000404,"14Apr1992","01Nov2014","106374094",32.748437,-117.160417,"(32.748437, -117.160417)"
920000031,"VERDUGO VISTA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",92,"3050 MONTROSE AVE","LA CRESCENTA",91214,"Isayan, Sona","none@dhs.ca.gov","(818) 249-2386","(818) 957-0850",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000078,"25Jun1968","01Nov2014","206190821",34.21966,-118.245957,"(34.21966, -118.245957)"
920000029,"OAKPARK HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",49,"9166 TUJUNGA CANYON BLVD","TUJUNGA",91042,"Lance, Dana R","assist121@aol.com","(818) 951-5797","(818) 352-4426",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000052,"25Feb1963","12Sep2014","206190572",34.235923,-118.270462,"(34.235923, -118.270462)"
920000026,"HIGH VALLEY LODGE","SKILLED NURSING FACILITY","LTC",50,"7912 TOPLEY LN","SUNLAND",91040,"Eldaouch, Basuny","ezmonney@aol.com","(818) 352-2885","(818) 352-3158",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000040,"17Oct1986","08Feb2015","206190370",34.255443,-118.30507,"(34.255443, -118.30507)"
90000839,"ALVARADO HOSPITAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",80,"6645 ALVARADO RD","SAN DIEGO",92120,"Gomez, Robin","","(619) 229-7020","(619) 286-7374",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000013,"11Aug1972","01Jan2015","106374063",32.777284,-117.057543,"(32.777284, -117.057543)"
50000074,"VILLA MARIA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",81,"425 BARCELLUS AVE","SANTA MARIA",93454,"Moody, Don R","","(805) 922-5548","(805) 922-3558",520,"SANTA BARBARA",5,"VENTURA",50000106,"23Oct1967","17Nov2014","206421162",34.936657,-120.430514,"(34.936657, -120.430514)"
50000050,"GLENWOOD CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"1300 N C ST","OXNARD",93030,"Clegg, Trent","","(805) 983-2514","(805) 983-0305",660,"VENTURA",5,"VENTURA",50000033,"01Jul1969","02Jan2015","206560482",34.21457,-119.180877,"(34.21457, -119.180877)"
50000021,"MARIAN REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",226,"1400 E CHURCH ST","SANTA MARIA",93454,"Cova, Charles  J","","","(805) 739-3000",520,"SANTA BARBARA",5,"VENTURA",50000040,"08Mar1967","26Nov2014","106420493",34.952139,-120.414053,"(34.952139, -120.414053)"
50000007,"ALTO LUCERO TRANSITIONAL CARE","SKILLED NURSING FACILITY","LTC",156,"3880 VIA LUCERO","SANTA BARBARA",93110,"Albert, Marjan","","(805) 682-5208","(805) 687-6651",520,"SANTA BARBARA",5,"VENTURA",50000100,"09Nov1962","01Nov2014","206421102",34.4421,-119.749991,"(34.4421, -119.749991)"
50000006,"CAMARILLO HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",114,"205 GRANADA ST","CAMARILLO",93010,"Watson, Brett","","(805) 388-8242","(805) 482-9805",660,"VENTURA",5,"VENTURA",50000087,"01Aug1971","15Nov2014","206560823",34.214728,-119.053549,"(34.214728, -119.053549)"
240000053,"SAN ANTONIO REGIONAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",271,"999 SAN BERNARDINO RD","UPLAND",91786,"","","(909) 985-7659","(909) 985-2811",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000196,"01Jan1946","05May2015","106361318",34.100944,-117.637242,"(34.100944, -117.637242)"
90000324,"VILLA CORONADO D/P SNF","SKILLED NURSING FACILITY","LTC",122,"233 PROSPECT PL","CORONADO",92118,"Stone, Susan","","(619) 522-3790","(619) 435-6251",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000036,"01Jan1946","01Mar2015","",32.694584,-117.167718,"(32.694584, -117.167718)"
250000012,"HEMET VALLEY MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",304,"1117 E DEVONSHIRE AVE","HEMET",92543,"Bergenfeld, Joel","","(951) 766-6419","(951) 652-2811",430,"RIVERSIDE",25,"RIVERSIDE",250000145,"01Jan1946","30Nov2014","106331194",33.751195,-116.960014,"(33.751195, -116.960014)"
90000155,"PROMISE HOSPITAL OF SAN DIEGO","GENERAL ACUTE CARE HOSPITAL","Non-LTC",57,"5550 UNIVERSITY AVE","SAN DIEGO",92105,"Mitchell, Bill","","(619) 265-1784","(619) 582-3800",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000105,"01Mar1965","09Nov2014","106370787",32.749744,-117.076259,"(32.749744, -117.076259)"
90000105,"SHEA FAMILY CARE SOMERSET","SKILLED NURSING FACILITY","LTC",65,"151 CLAYDELLE AVE","EL CAJON",92020,"Kerby, Charles","","(619) 442-3631","(619) 442-0245",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000027,"01Oct1986","24Mar2015","206370671",32.794159,-116.95878,"(32.794159, -116.95878)"
90000102,"AMAYA SPRINGS HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",50,"8625 LAMAR ST","SPRING VALLEY",91977,"Kelley, Timothy","","(619) 461-3575","(619) 461-3222",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000110,"14Apr1958","26Jun2015","206370793",32.738695,-117.013768,"(32.738695, -117.013768)"
90000086,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC","SKILLED NURSING FACILITY","LTC",99,"1340 E MADISON AVE","EL CAJON",92021,"Basinger, Douglas","administrator@granitehillshc.com","(619)447-1024","(619)447-1020",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000097,"","16Apr2015","206370778",32.800204,-116.9341,"(32.800204, -116.9341)"
90000076,"JACOB HEALTH CARE CENTER, LP","SKILLED NURSING FACILITY","LTC",128,"4075 54TH ST","SAN DIEGO",92105,"Clark, Allison  S","aclark@jacobhealthcare.com","(619) 440-4993","(619) 582-5168",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000093,"25Dec1963","06Nov2014","206370770",32.750182,-117.079332,"(32.750182, -117.079332)"
90000051,"BRIGHTON PLACE SAN DIEGO","SKILLED NURSING FACILITY","LTC",99,"1350 EUCLID AVE","SAN DIEGO",92105,"Cadwell, Ronald","","(619) 263-5413","(619) 263-2166",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000043,"28Jun1967","04Nov2014","206370703",32.718948,-117.085045,"(32.718948, -117.085045)"
90000042,"WINDSOR GARDENS CONVALESCENT CENTER OF SAN DIEGO","SKILLED NURSING FACILITY","LTC",98,"220 E 24TH ST","NATIONAL CITY",91950,"","","(619) 474-1925","(619) 474-6741",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000035,"22Mar1968","01Nov2014","206370687",32.662729,-117.098882,"(32.662729, -117.098882)"
90000041,"COMMUNITY CARE CENTER","SKILLED NURSING FACILITY","LTC",119,"8665 LA MESA BLVD","LA MESA",91942,"Wiswell, Gavin R","","(619) 465-8862","(619) 465-0702",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000033,"02Jan1968","04Nov2014","206370684",32.76943,-117.010789,"(32.76943, -117.010789)"
90000040,"EL CENTRO REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",161,"1415 ROSS AVE","EL CENTRO",92243,"Virgen, Tomas","","(760) 339-7363","(760) 339-7100",120,"IMPERIAL",9,"SAN DIEGO SOUTH",90000004,"21Jan1967","30Jun2015","106130699",32.7804456,-115.5685771,"(32.7804456, -115.5685771)"
90000039,"SHEA FAMILY CARE MISSION HILLS","SKILLED NURSING FACILITY","LTC",75,"3680 REYNARD WAY","SAN DIEGO",92103,"Rapp, Damien","","(619) 297-4490","(619) 297-4484",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000032,"01Feb1962","01Feb2015","206370678",32.744728,-117.171545,"(32.744728, -117.171545)"
90000033,"SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",59,"250 PROSPECT PL","CORONADO",92118,"Stone, Susan","","(619) 522-3777","(619) 435-6251",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000036,"01Jan1946","01Mar2015","106370689",32.694261,-117.167981,"(32.694261, -117.167981)"
90000029,"ARROYO VISTA NURSING CENTER","SKILLED NURSING FACILITY","LTC",53,"3022 45TH ST","SAN DIEGO",92105,"Gardner, Clayton","","(619) 284-6327","(619) 283-5855",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000016,"01Jan1950","01Apr2015","206370655",32.737229,-117.097811,"(32.737229, -117.097811)"
90000016,"SCRIPPS MERCY HOSPITAL CHULA VISTA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",183,"435 H ST","CHULA VISTA",91910,"Gammiere, Thomas","","","(619) 691-7240",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000074,"01Jan1946","28May2015","106370658",32.633716,-117.086032,"(32.633716, -117.086032)"
230000041,"GRIDLEY HEALTHCARE & WELLNESS CENTRE, LLC","SKILLED NURSING FACILITY","LTC",82,"246 SPRUCE ST","GRIDLEY",95948,"Trevino, Linda","","(530) 846-0331","(530) 846-6266",30,"BUTTE",23,"CHICO",230000047,"12Oct1978","28May2015","206042213",39.366989,-121.690711,"(39.366989, -121.690711)"
950000260,"ROYAL OAKS MANOR - BRADBURY OAKS","SKILLED NURSING FACILITY","LTC",48,"1763 ROYAL OAKS DR","DUARTE",91010,"Digerness, Paula","julieballo@scphf.com","(626) 359-8771","(626) 359-9371",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000121,"06Apr1992","06Apr2015","206194284",34.143748,-117.967776,"(34.143748, -117.967776)"
230000039,"LASSEN NURSING & REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",96,"2005 RIVER ST","SUSANVILLE",96130,"Laub, Ben","","(530) 257-8150","(530) 257-5341",170,"LASSEN",23,"CHICO",230000058,"10Nov1970","30Apr2015","206182233",40.412448,-120.645477,"(40.412448, -120.645477)"
230000037,"SHADOWBROOK HEALTH CARE","SKILLED NURSING FACILITY","LTC",50,"1 GILMORE LN","OROVILLE",95966,"Zacarias, Kathleen (Kathy)","","","(530) 534-1353",30,"BUTTE",23,"CHICO",230000059,"15Jan1964","01Nov2014","206042237",39.507822,-121.540559,"(39.507822, -121.540559)"
80001751,"GLENBROOK","SKILLED NURSING FACILITY","LTC",94,"1950 CALLE BARCELONA","CARLSBAD",92009,"Zitsman, Robert","jorgensend@lacostaglen.com","(760) 704-1056","(760) 704-6500",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000786,"18Mar2004","18Mar2015","",33.073061,-117.266055,"(33.073061, -117.266055)"
230000034,"PARADISE SKILLED NURSING","SKILLED NURSING FACILITY","LTC",44,"7419 SKYWAY","PARADISE",95969,"Zacarias, Kathleen (Kathy)","","(530) 877-1549","(530) 877-7676",30,"BUTTE",23,"CHICO",230000029,"29Mar1965","01Nov2014","206040974",39.768252,-121.613039,"(39.768252, -121.613039)"
230000029,"WINDSOR CHICO CREEK CARE AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",184,"587 RIO LINDO AVE","CHICO",95926,"Haines, Diana L","","(530) 342-1353","(530) 345-1306",30,"BUTTE",23,"CHICO",230000046,"01Apr1985","29Nov2014","206042208",39.754469,-121.848424,"(39.754469, -121.848424)"
950000249,"ALLIANCE EL MONTE CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"5043 PECK RD","EL MONTE",91732,"Carmona, Jessica","cllemcc@yahoo.com","(626) 579-6064","(626) 579-1602",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000119,"08May1989","08Nov2014","206194092",34.094831,-118.012694,"(34.094831, -118.012694)"
230000028,"RED BLUFF HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",58,"555 LUTHER RD","RED BLUFF",96080,"Cobb, Russ","","(530) 529-5129","(530) 527-6232",620,"TEHAMA",23,"CHICO",230000051,"24Jan1966","01Jun2015","206522221",40.160835,-122.231989,"(40.160835, -122.231989)"
230000024,"GOLDEN LIVING CENTER - REDDING","SKILLED NURSING FACILITY","LTC",89,"1836 GOLD ST","REDDING",96001,"Echols, Nathan","","(530) 241-9077","(530) 241-6756",550,"SHASTA",23,"CHICO",230000004,"01Sep1963","01Jan2015","206450798",40.578418,-122.394645,"(40.578418, -122.394645)"
230000023,"OAK RIVER REHAB","SKILLED NURSING FACILITY","LTC",143,"3300 FRANKLIN ST","ANDERSON",96007,"Flake, Matthew","","(530) 365-0028","(530) 365-0025",550,"SHASTA",23,"CHICO",230000071,"07Jun1982","18Jan2015","206452301",40.448024,-122.310826,"(40.448024, -122.310826)"
230000019,"FAIRCHILD MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",28,"444 BRUCE ST","YREKA",96097,"Andrus, Jonathon","","(530) 841-0913","(530) 842-4121",570,"SISKIYOU",23,"CHICO",230000035,"01Jul1953","07Nov2014","106474007",41.7186,-122.645256,"(41.7186, -122.645256)"
230000008,"BANNER LASSEN MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",38,"1800 SPRING RIDGE DR","SUSANVILLE",96130,"Harshbarger, Catherine","","","(530) 252-2000",170,"LASSEN",23,"CHICO",230000020,"31Aug1953","08May2015","106184008",40.438148,-120.627443,"(40.438148, -120.627443)"
230000006,"GLENN MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",47,"1133 W SYCAMORE ST","WILLOWS",95988,"Rydgren, Barbara","","(530) 934-1818","(530) 934-1800",100,"GLENN",23,"CHICO",230000018,"01Jul1953","16Jan2015","106110889",39.520493,-122.208109,"(39.520493, -122.208109)"
230000001,"BIGGS GRIDLEY MEMORIAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",24,"240 SPRUCE ST","GRIDLEY",95948,"Stark, Steven L","","","(530) 846-5671",30,"BUTTE",23,"CHICO",230000007,"24May1949","01Feb2015","106040802",39.367004,-121.689013,"(39.367004, -121.689013)"
80001692,"VI AT LA JOLLA VILLAGE","SKILLED NURSING FACILITY","LTC",60,"4171 LAS PALMAS SQ","SAN DIEGO",92122,"Boudreau, Stephanie","","(858) 646-0064","(858) 646-3400",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000751,"15Feb2002","15Feb2015","206374300",32.868804,-117.21589,"(32.868804, -117.21589)"
110000077,"GREENFIELD CARE CENTER OF FAIRFIELD","SKILLED NURSING FACILITY","LTC",90,"1260 TRAVIS BLVD","FAIRFIELD",94533,"Cadimas, Theresa A","admin_ff@greenfieldcare.com","(707) 425-6617","(707) 425-0669",580,"SOLANO",11,"SANTA ROSA/REDWOOD COAST",110000079,"22Jan1964","01Nov2014","206481086",38.258292,-122.04909,"(38.258292, -122.04909)"
110000074,"SPRINGS ROAD HEALTHCARE","SKILLED NURSING FACILITY","LTC",65,"1527 SPRINGS RD","VALLEJO",94591,"Fields-Johnson, Vicki","www.125ed@ehcmail.com","(707) 554-2876","(707) 643-2793",580,"SOLANO",11,"SANTA ROSA/REDWOOD COAST",110000003,"15Nov1966","28Nov2014","206480917",38.106048,-122.224989,"(38.106048, -122.224989)"
110000070,"UKIAH VALLEY MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",67,"275 HOSPITAL DR","UKIAH",95482,"Burns, Terry","Sandelks@ah.org","(707) 463-7384","(707) 463-7692",330,"MENDOCINO",11,"SANTA ROSA/REDWOOD COAST",110000095,"03Mar1980","01May2015","106231396",39.153762,-123.203928,"(39.153762, -123.203928)"
630011745,"KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE","GENERAL ACUTE CARE HOSPITAL","Non-LTC",174,"6640 ALTON PKWY","IRVINE",92618,"Miller-Phipps, Julie","","(714) 572-7073","(949) 932-5000",400,"ORANGE",6,"ORANGE COUNTY",60000091,"09Apr1974","01May2015","",33.65958,-117.774488,"(33.65958, -117.774488)"
110000044,"ST. HELENA HOSPITAL - CLEARLAKE","GENERAL ACUTE CARE HOSPITAL","Non-LTC",32,"15630 18TH AVE","CLEARLAKE",95422,"Santos, David","rogersj@ah.org","(707) 995-3516","(707) 994-6486",160,"LAKE",11,"SANTA ROSA/REDWOOD COAST",110000174,"18Apr1968","27Mar2015","",38.936182,-122.620186,"(38.936182, -122.620186)"
140000148,"KINDRED HOSPITAL - SAN FRANCISCO BAY AREA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",99,"2800 BENEDICT DRIVE","SAN LEANDRO",94577,"McCarty, Jacob","pamela_anderson@kindredhealthcare.com","(510) 357-1284","(510) 357-8300",0,"ALAMEDA",2,"EAST BAY",140000066,"","01Mar2015","106010887",37.716413,-122.131416,"(37.716413, -122.131416)"
140000113,"LAFAYETTE CARE CENTER","SKILLED NURSING FACILITY","LTC",52,"1010 1ST STREET","LAFAYETTE",94549,"Macasieb, Alfredo","","(925) 284-3310","(925) 299-1524",60,"CONTRA COSTA",2,"EAST BAY",140000124,"","25Nov2014","206070996",37.893203,-122.116368,"(37.893203, -122.116368)"
240001393,"REDLANDS COMMUNITY HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",16,"350 TERRACINA BLVD","REDLANDS",92373,"Purdey, Julia","ngf2@redlandshospital.org","","(909) 335-5644",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000191,"01Jan1946","01Nov2014","",34.037596,-117.20586,"(34.037596, -117.20586)"
110000008,"FRANK R. HOWARD MEMORIAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",25,"1 MADRONE ST","WILLITS",95490,"Bockmann, Rick","","(707) 459-9486","(707) 459-6801",330,"MENDOCINO",11,"SANTA ROSA/REDWOOD COAST",110000013,"01Jan1947","23Jan2015","106230949",39.400885,-123.350618,"(39.400885, -123.350618)"
110000007,"SUTTER SANTA ROSA REGIONAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",84,"30 MARK WEST SPRINGS ROAD","SANTA ROSA",95403,"Purvis, Michael","rinkl@sutterhealth.org","(707) 576-4318","(707) 576-4331",590,"SONOMA",11,"SANTA ROSA/REDWOOD COAST",110000005,"01Jul1953","01Jan2015","106490919",38.49632,-122.752026,"(38.49632, -122.752026)"
630011683,"KAISER FOUNDATION HOSPITAL MODESTO","GENERAL ACUTE CARE HOSPITAL","Non-LTC",152,"4601 DALE RD","MODESTO",95356,"","","","(209) 735-4130",600,"STANISLAUS",3,"SACRAMENTO",30000393,"01Sep1990","01Nov2014","",37.707402,-121.052925,"(37.707402, -121.052925)"
630011658,"OAKVIEW SKILLED NURSING","SKILLED NURSING FACILITY","LTC",48,"3557 CAMPUS DR","THOUSAND OAKS",91360,"Trent, Regina","","","(805) 241-2000",660,"VENTURA",5,"VENTURA",550000791,"26Sep2008","26Nov2014","206564129",34.228272,-118.881444,"(34.228272, -118.881444)"
80001540,"ANAHEIM TERRACE CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"141 S KNOTT AVE","ANAHEIM",92804,"Lupercio, Alejandro","aanaheimterrace@skilledhc.com","(714) 821-7300","(714) 821-7310",400,"ORANGE",6,"ORANGE COUNTY",80000647,"01Jan1972","15Nov2014","206301243",33.830368,-118.010969,"(33.830368, -118.010969)"
80001536,"CAREHOUSE HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",174,"1800 OLD TUSTIN AVE","SANTA ANA",92705,"Jackson, Ethan","acarehouse@skilledhc.com","(714) 542-3325","(714) 835-4900",400,"ORANGE",6,"ORANGE COUNTY",80000645,"02Aug1972","15Nov2014","206301134",33.761794,-117.835798,"(33.761794, -117.835798)"
80001515,"BROOKDALE CARMEL VALLEY","SKILLED NURSING FACILITY","LTC",45,"13101 HARTFIELD AVE","SAN DIEGO",92130,"Ronan, Sharyl","","","(858) 259-2222",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000634,"05Aug1999","05Jun2015","206374271",32.956541,-117.230148,"(32.956541, -117.230148)"
80001470,"SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS","GENERAL ACUTE CARE HOSPITAL","Non-LTC",206,"3003 HEALTH CENTER DR","SAN DIEGO",92123,"","","(858) 939-3514","(858) 939-3400",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000039,"01Nov1974","31May2015","106370695",32.797199,-117.15662,"(32.797199, -117.15662)"
630011499,"JOYCE EISENBERG KEEFER MEDICAL CENTER","SKILLED NURSING FACILITY","LTC",239,"7150 TAMPA AVE","RESEDA",91335,"Grossman, Ilana","","(818) 757-4408","(818) 774-3000",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",550000621,"02Oct2007","02Nov2014","",34.200096,-118.553488,"(34.200096, -118.553488)"
50000964,"SAN LUIS TRANSITIONAL CARE","SKILLED NURSING FACILITY","LTC",23,"1575 BISHOP ST","SAN LUIS OBISPO",93401,"Berning, Teresa","","(805) 545-7584","(805) 545-7575",500,"SAN LUIS OBISPO",5,"VENTURA",50000548,"01Aug1999","13Jun2015","206404041",35.275087,-120.644909,"(35.275087, -120.644909)"
910000318,"COUNTRY VILLA PAVILION NURSING CENTER","SKILLED NURSING FACILITY","LTC",59,"5916 W PICO BLVD","LOS ANGELES",90035,"SALAMA, MARIETTE","","(323) 939-1966","(323) 939-3184",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000145,"28Jul1966","16Apr2015","206190295",34.051783,-118.368277,"(34.051783, -118.368277)"
230000025,"WINDSOR CHICO CARE CENTER","SKILLED NURSING FACILITY","LTC",76,"188 COHASSET LN","CHICO",95926,"Crowley, John","","(530) 343-6090","(530) 343-6084",30,"BUTTE",23,"CHICO",230000006,"19Jun1964","27Nov2014","206040800",39.75015,-121.852583,"(39.75015, -121.852583)"
80001107,"GROSSMONT HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",30,"5555 GROSSMONT CENTER DR","LA MESA",91942,"Zaliti, Charita A.","","(619) 740-4487","(619) 465-0711",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000006,"10Aug1955","29May2015","",32.781728,-117.008127,"(32.781728, -117.008127)"
910000073,"BRENTWOOD HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"1321 FRANKLIN ST","SANTA MONICA",90404,"MITCHELL, NATHAN T","a_tellez213@yahoo.com","(310) 828-8026","(310) 828-5596",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000099,"02Feb1965","17Apr2015","206190690",34.038654,-118.469505,"(34.038654, -118.469505)"
910000022,"GOLDSTAR HEALTHCARE CENTER OF INGLEWOOD","SKILLED NURSING FACILITY","LTC",69,"515 CENTINELA AVE","INGLEWOOD",90302,"AGUILOS, ROBERT  F","dovgoldner@yahoo.com","(310) 674-9393","(310) 674-4500",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000024,"19May1964","02Apr2015","206190147",33.973132,-118.349828,"(33.973132, -118.349828)"
80000962,"THE SPRINGS AT PACIFIC REGENT","SKILLED NURSING FACILITY","LTC",59,"3884 NOBEL DR","SAN DIEGO",92122,"Florence, Taylor","","(858)625-8777","(858)625-8700",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000401,"23Jan1992","07Nov2014","206374091",32.868524,-117.221951,"(32.868524, -117.221951)"
80000820,"COUNTRY HILLS HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",305,"1580 BROADWAY","EL CAJON",92021,"Peacock, Robert","pat.vannatta@countryhills.com","(619) 442-2553","(619) 441-8745",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000361,"15Jun1990","15May2015","206374066",32.807798,-116.923809,"(32.807798, -116.923809)"
80000801,"KINDRED TRANSITIONAL CARE AND REHABILITATION-VILLAGE SQUARE","SKILLED NURSING FACILITY","LTC",118,"1586 W SAN MARCOS BLVD","SAN MARCOS",92078,"Kuizon, Kristina","","(760) 471-5176","(760) 471-2986",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000354,"","01May2015","206374060",33.131457,-117.203141,"(33.131457, -117.203141)"
80000761,"VISTA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",187,"247 E BOBIER DR","VISTA",92084,"Clark, Sharron","","(760) 724-3169","(760) 945-3033",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000339,"24Apr1989","06Dec2014","206374043",33.221324,-117.242129,"(33.221324, -117.242129)"
920000090,"CASITAS CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"10626 BALBOA BLVD","GRANADA HILLS",91344,"Johnson, Andrew L","msmaryp27@yahoo.com","(818) 368-0525","(818) 368-2802",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000069,"11May1970","12Nov2014","206190745",34.263257,-118.502247,"(34.263257, -118.502247)"
