"iso2c","iso3c","country","year","gdp_percap","population","birth_rate","neonat_mortal_rate","region","income"
"MD","MDA","Moldova",1993,,3701000,15.607,20.9,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1990,,3696000,18.574,18.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1991,,3704000,17.53,19.1,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1992,,3706000,16.52,19.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1998,2177.09556174042,3652732,12.426,23.4,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1994,,3690000,14.821,21.9,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1996,2218.70474854061,3667748,13.565,23.4,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1997,2302.63805285457,3654208,13.001,23.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2001,2429.7280423584,3631462,10.832,19,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2002,2666.84583084348,3623062,10.494,17.2,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2003,2903.81772136405,3612874,10.305,15.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2004,3210.59705057801,3603945,10.263,14.6,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2005,3567.5703033353,3595187,10.345,13.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2006,3862.67821549489,3585209,10.51,13.4,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2007,4094.91260349855,3576910,10.704,13.1,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1999,2137.49332832714,3647001,11.847,22.3,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2000,2235.87812553647,3639592,11.298,20.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2008,4508.75408181824,3570108,10.878,13,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2009,4275.93342192476,3565604,11.003,12.9,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2017,6858.89202760189,3549196,10.274,12,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2010,4637.51656260043,3562045,11.062,12.9,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2015,6082.84195598303,3554108,10.609,12.2,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2016,6424.37121926973,3551954,10.445,12.1,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2013,5637.50246471779,3558566,10.886,12.5,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2014,6035.02270805765,3556397,10.759,12.4,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2011,5012.7420583314,3559986,11.049,12.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2012,5079.41639876853,3559519,10.984,12.6,"Europe & Central Asia","Lower middle income"
"ME","MNE","Montenegro",2009,13024.7720233698,618294,12.729,4.7,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2010,13634.9969649085,619428,12.513,4.2,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1991,,607105,16.182,10.2,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1992,,608516,15.864,9.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1993,,610170,15.532,9.7,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1990,,606372,16.487,10.7,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1995,,611712,14.86,9.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2011,14472.4582555656,620079,12.305,3.8,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2012,13863.8810545568,620601,12.125,3.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1994,,611389,15.193,9.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2003,7332.72850335386,612267,13.453,7.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2004,7835.15929733652,613353,13.4,7.4,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2005,8313.65688001606,614261,13.333,6.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2006,10447.9007439756,615025,13.235,6.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2007,12447.2825021416,615875,13.1,5.8,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2008,13816.6179615217,616969,12.93,5.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1996,,611003,14.547,9.5,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1997,,609520,14.268,9.5,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1998,,607662,14.029,9.4,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1999,,606001,13.836,9.2,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2000,6002.62701367168,604950,13.688,9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2001,6773.14422599317,607389,13.584,8.7,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2002,7100.28277416055,609828,13.511,8.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2017,19355.0198351076,622373,11.775,1.8,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2013,14870.2269394773,621207,11.987,2.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2014,15371.106899645,621810,11.893,2.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2015,16337.2537908133,622159,11.837,2.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2016,17866.4722534354,622303,11.804,2,"Europe & Central Asia","Upper middle income"
"MF","MAF","St. Martin (French part)",1990,,31520,24.9,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1991,,32449,23.8,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1992,,31811,22.2,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1993,,30200,20.7,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1994,,28484,20.1,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2008,,36885,17.2,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2009,,37377,17,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2010,,37582,16.8,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2002,,30910,17.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2003,,32053,17.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2004,,33186,17.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2005,,34248,17.5,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2006,,35237,17.5,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2007,,36137,17.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2012,,37009,16.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1995,,27321,19.5,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1996,,26849,18.9,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2011,,37446,16.6,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2016,,36065,15.2,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2013,,36453,16,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2014,,36015,15.7,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2015,,35858,15.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1997,,26909,18.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2017,,36560,14.9,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1999,,28116,17.6,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2000,,28935,17.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2001,,29853,17.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1998,,27392,17.9,,"Latin America & Caribbean","High income"
"MG","MDG","Madagascar",1990,1072.77698203556,11598633,44.339,39.5,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1991,1009.13368568931,11942819,44.284,38.9,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1994,1018.23466433443,13066543,43.95,37.1,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1993,1028.44186960969,12675460,44.104,37.8,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1995,1025.30312716266,13475400,43.725,36.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1996,1033.73463960274,13902688,43.409,35.5,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1992,1013.93575647065,12301336,44.21,38.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2000,1149.08497116419,15766806,41.275,31.2,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2001,1207.12509560088,16260932,40.591,30.2,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2002,1038.60758775744,16765117,39.893,29.2,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2003,1126.85956993487,17279141,39.206,28.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2004,1182.190156975,17802997,38.547,27.5,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2005,1238.00967226063,18336724,37.923,26.7,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1997,1056.5681105154,14347854,42.998,34.5,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2006,1300.97246291227,18880269,37.334,26.1,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2007,1378.8830390553,19433530,36.769,25.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2008,1463.51539084517,19996473,36.222,24.8,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2014,1449.78778050003,23589887,33.673,22,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1998,1075.91089096339,14808791,42.498,33.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1999,1106.8875204498,15282521,41.918,32.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2013,1414.90772415136,22961253,33.989,22.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2012,1397.23877913423,22346641,34.348,22.7,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2015,1470.79348884977,24234088,33.392,21.6,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2016,1507.94228250435,24894380,33.138,21.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2017,1560.40231488331,25570540,32.897,20.9,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2009,1376.07422030894,20569117,35.697,24.2,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2010,1357.33171816465,21151640,35.204,23.7,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2011,1367.54195006914,21743967,34.753,23.2,"Sub-Saharan Africa","Low income"
"MH","MHL","Marshall Islands",2005,2715.88103096642,55258,35,18.2,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1990,1888.0759472343,47271,,19.6,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1991,1907.9123918766,48404,,19.1,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2006,2812.36347816063,55767,35,18.2,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2007,2978.24471898875,56051,35,18.1,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2008,2979.69549757884,56174,,18.1,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1999,2200.34750250799,50423,41.8,18.4,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2000,2366.56070991894,50753,,18.5,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2001,2515.02889178507,51422,,18.5,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2002,2574.1839402833,52370,,18.4,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2003,2573.09149664697,53456,,18.3,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2004,2595.96297872413,54476,,18.3,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1992,2055.03163518245,49245,,18.6,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1993,2203.85062514801,49831,,18.2,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1994,2364.98863507767,50215,,18,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1995,2600.3614215461,50457,,17.9,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1996,2371.58360130164,50533,26.1,18,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1997,2260.69168737658,50450,,18.1,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1998,2225.25983540744,50356,,18.3,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2012,3431.79444575819,56717,,17.7,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2013,3577.95244117852,56938,,17.5,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2014,3602.79850382414,57179,,17.2,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2015,3611.62788358957,57439,,16.9,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2016,3701.79999438144,57735,,16.4,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2017,3886.21820043975,58058,,16,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2009,2949.30250224582,56250,,18,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2010,3169.68786912324,56366,,18,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2011,3265.3826560504,56531,29.0283207443703,17.8,"East Asia & Pacific","Upper middle income"
"ML","MLI","Mali",1993,928.542997619604,9087176,48.852,62.2,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1990,826.79152243062,8449913,48.769,66.7,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1991,934.61382555906,8635527,48.805,65.1,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1992,902.690954784805,8850334,48.837,63.6,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2010,1836.8162167081,15049353,46.379,39.2,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2011,1877.89282805323,15514591,45.769,38.2,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2012,1842.68660161521,15979499,45.129,37.3,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2013,1863.36775669219,16449864,44.482,36.4,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2014,1974.21765505433,16934220,43.843,35.6,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2015,2053.12857449708,17438778,43.226,34.8,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2016,2131.58970331291,17965429,42.638,34.1,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2017,2221.75788575194,18512394,42.078,33.3,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2004,1477.6346732172,12369070,48.613,44.5,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2005,1571.58768308491,12775516,48.444,43.4,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2006,1639.71932845343,13203378,48.191,42.4,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1994,958.102146973542,9334880,48.847,60.7,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1995,961.374844633805,9585653,48.826,59.1,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1996,1021.21423538845,9837571,48.801,57.5,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1997,1061.28554516696,10094368,48.783,55.8,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1998,1124.82971678502,10360561,48.776,54.1,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",1999,1174.12136612771,10642936,48.779,52.5,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2000,1166.37627126035,10946445,48.784,50.8,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2001,1335.56657792274,11271600,48.785,49,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2002,1357.25774640886,11616887,48.767,47.3,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2003,1462.47826305252,11982695,48.714,45.7,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2008,1741.2491362378,14113577,47.434,40.9,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2009,1777.69007942335,14581429,46.939,40.1,"Sub-Saharan Africa","Low income"
"ML","MLI","Mali",2007,1685.39354224986,13651464,47.853,41.6,"Sub-Saharan Africa","Low income"
"MM","MMR","Myanmar",1992,532.154102768497,42401684,26.325,45.9,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1990,473.863601623781,41335199,27.486,47.7,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1991,480.252969646041,41890197,26.855,46.9,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1996,715.881256134471,44452206,25.089,41.6,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1997,759.556627137939,45027233,24.954,40.5,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1998,802.752887524686,45611220,24.844,39.5,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1999,892.325441111074,46181077,24.733,38.4,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2000,1025.71040777516,46719701,24.588,37.4,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2001,1154.62647308902,47225120,24.377,36.3,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2002,1300.79579690231,47702171,24.089,35.3,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2003,1494.38432502422,48148902,23.72,34.3,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2004,1727.86828414312,48564484,23.271,33.3,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2005,2007.51409761488,48949924,22.746,32.4,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1993,571.085859601972,42890002,25.889,44.8,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1994,619.768101100077,43383428,25.541,43.8,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",1995,668.740916459083,43901598,25.277,42.7,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2007,2653.11888249994,49621475,21.542,30.6,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2008,2963.69778753669,49929642,20.925,30.1,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2009,3280.27459442849,50250367,20.33,29,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2010,3613.01914299584,50600818,19.782,28.2,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2011,3864.95976755573,50990615,19.301,27.5,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2012,4193.13233879803,51413698,18.889,26.8,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2013,4587.08683134918,51852451,18.544,26.1,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2014,5005.9996534637,52280807,18.264,25.5,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2015,5372.24116094665,52680726,18.041,24.9,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2016,5709.8713605663,53045226,17.861,24.3,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2017,6172.39264948407,53382581,17.703,23.6,"East Asia & Pacific","Lower middle income"
"MM","MMR","Myanmar",2006,2322.05757921037,49301050,22.16,31.5,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2004,4930.35864619983,2496391,19.606,20.6,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1993,2785.94715750298,2263186,26.872,29.5,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1994,2884.13255872999,2280479,25.265,29.3,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1995,3108.45906396255,2298020,23.841,29,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1996,3210.21443891596,2316568,22.605,28.4,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1997,3364.98105349319,2335734,21.532,27.6,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1998,3486.75651717224,2355664,20.608,26.6,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1999,3614.15488400748,2376225,19.853,25.5,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2000,3704.25738306769,2397418,19.307,24.5,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2001,3861.5728851756,2419588,19.009,23.4,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2002,4068.4896778595,2443271,18.969,22.4,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2003,4388.53442678593,2468762,19.176,21.5,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2017,12787.2842560818,3113779,24.833,9.1,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2005,5387.88885876293,2526424,20.237,19.7,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2006,5949.51403361241,2558856,21.041,18.8,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2007,6644.62851493756,2593820,21.958,17.6,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2008,7270.04877824479,2631898,22.916,16.3,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2009,7119.20825133531,2673796,23.843,15,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2010,7530.75353039518,2719896,24.665,13.8,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2011,8853.12541902053,2770362,25.318,12.7,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2012,9939.57029611532,2824699,25.776,11.9,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2013,11068.4565606144,2881792,26.026,11.1,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2014,11925.8133992767,2940108,26.053,10.5,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2015,12100.1273474905,2998439,25.849,10,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",2016,12140.8470898576,3056359,25.425,9.5,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1990,3324.14143391187,2184145,32.224,29.6,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1991,3090.01833727564,2217917,30.439,29.6,"East Asia & Pacific","Lower middle income"
"MN","MNG","Mongolia",1992,2835.19552578095,2243495,28.619,29.6,"East Asia & Pacific","Lower middle income"
"MO","MAC","Macao SAR, China",2006,65257.1613387737,493799,8.122,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2007,75063.1726660201,504511,8.555,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2008,77472.8601752784,515239,9.06,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2009,77417.786922644,526400,9.591,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2010,95952.1767624557,538219,10.1,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2011,116456.956686053,550832,10.544,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2012,126618.471774679,564039,10.904,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2013,139962.25600804,577372,11.165,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2014,137833.046490714,590208,11.317,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2015,107069.721593738,602085,11.36,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2016,105429.25438228,612836,11.31,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2017,116013.006979297,622585,11.2,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1990,26203.8829375149,343808,18.972,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1991,27301.6585068626,353626,17.574,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1992,30879.1651898764,362311,16.195,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1993,32541.6280444626,370199,14.91,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1994,33953.2233638425,377798,13.771,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1995,35091.0041342878,385513,12.789,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1996,34872.9881187043,393373,11.931,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1997,34671.9974015495,401352,11.133,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1998,32784.2736285901,409616,10.356,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",1999,31792.9170574179,418383,9.61,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2000,33616.465261815,427782,8.93,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2001,34526.2057937569,437938,8.363,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2002,37283.734725939,448821,7.951,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2003,41356.7071602201,460165,7.72,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2004,52527.7951706675,471597,7.674,,"East Asia & Pacific","High income"
"MO","MAC","Macao SAR, China",2005,57164.7212465542,482858,7.812,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1993,,45758,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1994,,45364,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1995,,45870,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1996,,47521,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1997,,50056,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1998,,52997,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1999,,55636,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",2000,,57453,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",2001,,58321,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",2002,,58420,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1990,,45752,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1991,,46666,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",1992,,46476,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",2005,,56542,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",2006,,55882,,,"East Asia & Pacific","High income"
"MP","MNP","Northern Mariana Islands",2007,,55219,,,"East Asia & Pacific","High income"
