"iso2c","iso3c","country","year","gdp_percap","life_expect","population","birth_rate","neonat_mortal_rate","region","income"
"LU","LUX","Luxembourg",1997,42846.1054476261,76.880487804878,419450,13.1,2.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",1998,44396.5291349554,77.0170731707317,424700,12.7,2.7,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",1999,50627.9277628705,77.7707317073171,430475,13,2.6,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2000,55348.8987435858,77.8731707317073,436300,13.1,2.5,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2001,55894.8045545803,77.8243902439025,441525,12.4,2.4,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2016,105082.07346404,82.6853658536585,582014,10.4,1.7,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2017,107640.559218408,82.6853658536585,596336,10.4,1.7,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2004,64051.5559251753,79.1219512195122,458095,11.9,2.1,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2005,68220.0644818574,79.4317073170732,465158,11.5,2,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2006,77951.3647387768,79.2878048780488,472637,11.7,1.9,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2007,83981.7358747083,79.3829268292683,479993,11.4,1.9,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2008,86693.8951220862,80.5390243902439,488650,11.5,1.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2009,82278.1973939736,80.6365853658537,497783,11.3,1.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2010,85613.586610591,80.6317073170732,506953,11.6,1.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2011,92005.0168361444,80.9878048780488,518347,10.9,1.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2012,91622.1774169388,81.3926829268293,530946,11.3,1.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2013,95590.5386984251,81.8,543360,11.3,1.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2014,101297.575745297,82.2292682926829,556319,10.9,1.8,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2002,58771.5092731796,77.9658536585366,446175,12,2.3,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",2003,60039.2987437538,77.7268292682927,451630,11.7,2.2,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",1990,29664.7951308571,75.0104146341463,381850,12.9,4.1,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",1991,32875.5992557631,75.4634146341463,387000,12.9,3.9,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",1992,33784.8698483622,75.7707317073171,392175,13.1,3.6,"Europe & Central Asia","High income"
"LU","LUX","Luxembourg",1993,35557.6021088082,75.7121951219512,397475,13.5,3.4,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1993,,66.7226829268293,2563290,10.4,11.3,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1994,5416.22990275737,65.6643902439025,2520742,9.6,11.5,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1995,5508.31055500485,66.3912195121951,2485056,8.7,11.3,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1996,5796.45809270566,68.7765853658537,2457222,8.1,10.6,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1997,6484.52573788649,69.3492682926829,2432851,7.7,9.7,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1998,7076.72148831162,69.0121951219512,2410019,7.6,8.7,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1999,7405.2899057572,69.7429268292683,2390482,8.1,7.9,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2013,22676.5126898405,73.9829268292683,2012647,10.2,3.2,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2014,23808.0701491046,74.1243902439024,1993782,10.9,2.9,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2015,24723.5639662858,74.4804878048781,1977527,11.1,2.6,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1990,,69.2731707317073,2663151,14.2,8.2,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1991,,69.0324390243903,2650581,13.1,9.5,"Europe & Central Asia","High income"
"LV","LVA","Latvia",1992,,68.3960975609756,2614338,12.1,10.6,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2006,15752.4981391967,70.8658536585366,2218357,10.3,5.2,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2007,18129.2637368,71.019512195122,2200325,10.9,5,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2008,19432.2609310559,72.419512195122,2177322,11.2,4.8,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2009,16871.8701548104,73.0804878048781,2141669,10.3,4.5,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2010,17558.6863413229,73.4829268292683,2097555,9.4,4.2,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2011,19773.3473316547,73.5756097560976,2059709,9.1,3.9,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2012,21252.7343822345,73.7780487804878,2034319,9.8,3.5,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2017,28362.012043723,74.6804878048781,1942248,10.7,2.2,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2003,11026.616130514,71.2658536585366,2287955,9.2,5.8,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2000,8019.28569341725,70.3146341463415,2367550,8.6,7.2,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2016,25839.9925965547,74.580487804878,1959537,11.2,2.4,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2001,9035.11608789189,70.7609756097561,2337170,8.4,6.6,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2002,10070.0680044006,70.9609756097561,2310173,8.7,6.2,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2004,12214.4294283146,72.0268292682927,2263122,9.1,5.6,"Europe & Central Asia","High income"
"LV","LVA","Latvia",2005,13847.5773548261,71.3560975609756,2238799,9.8,5.4,"Europe & Central Asia","High income"
"LY","LBY","Libya",2000,17437.0857029698,70.473,5357891,21.677,14.9,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2001,17230.9110576935,70.616,5443248,21.412,14.5,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1995,,69.85,4948798,24.325,17.6,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1996,,70,5036171,23.611,16.9,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1993,,69.439,4755133,26.092,19,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1994,,69.664,4854875,25.154,18.3,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1999,16706.1267069628,70.352,5275926,22.03,15.3,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2002,17060.3186587232,70.783,5531089,21.232,14,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1997,,70.127,5118007,22.997,16.3,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1998,,70.241,5196780,22.471,15.8,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1990,,68.522,4436661,29.38,21,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1991,,68.864,4544242,28.235,20.4,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",1992,,69.172,4650885,27.127,19.8,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2007,26958.6333571614,71.629,5974787,21.218,10.7,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2008,27825.0708348342,71.681,6058748,21.316,10,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2009,27474.4903791358,71.679,6133984,21.4,9.3,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2010,28890.3654537487,71.643,6197663,21.434,8.8,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2011,11096.1563633459,71.598,6247439,21.385,8.4,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2012,25080.9683779965,71.574,6285750,21.237,8,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2013,21929.5035058233,71.592,6320359,20.985,7.6,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2005,23181.2679629898,71.362,5798614,21.081,12.3,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2014,16870.4851323337,71.659,6362037,20.631,7.3,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2003,19326.3760016413,70.97,5620547,21.125,13.5,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2004,20406.8275621448,71.17,5710154,21.077,12.9,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2016,14964.5228797432,71.934,6492164,19.672,6.8,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2006,25053.9573986421,71.521,5886872,21.133,11.5,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2015,15403.5732227745,71.776,6418315,20.186,7,"Middle East & North Africa","Upper middle income"
"LY","LBY","Libya",2017,19056.8042971544,72.11,6580724,19.125,6.5,"Middle East & North Africa","Upper middle income"
"MA","MAR","Morocco",1992,2725.62370840243,65.716,25711406,27.659,34.4,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2013,7278.36214188997,75.026,33715693,21.03,17.3,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1996,3243.96939508189,67.184,27383473,24.334,30.8,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1993,2722.1727755858,66.129,26155203,26.814,33.5,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1994,3024.58020388749,66.502,26584478,25.959,32.6,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1995,2876.25636099779,66.848,26994250,25.12,31.7,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2014,7507.24083111204,75.309,34192347,20.759,16.5,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1997,3204.38367395621,67.526,27754571,23.636,29.9,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1998,3430.20344116204,67.889,28110443,23.048,29,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1999,3473.50006779519,68.284,28455509,22.578,28.2,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2004,4547.82368490831,70.873,30115214,21.424,24.7,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2005,4787.23394539841,71.456,30455561,21.3,24,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2006,5243.91473896307,72.029,30804683,21.218,23.4,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2007,5509.92987762503,72.58,31163673,21.187,22.7,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2008,5879.2609502733,73.097,31536811,21.203,21.8,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2009,6099.6927655251,73.572,31929087,21.249,20.9,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2010,6324.15295486598,73.999,32343389,21.289,20,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2011,6703.87683123861,74.377,32781850,21.283,19.1,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2012,6940.43473725353,74.717,33241898,21.203,18.2,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2000,3574.84332407557,68.722,28793679,22.219,27.4,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2001,3873.40717597449,69.209,29126330,21.953,26.6,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2002,4009.18555086719,69.738,29454768,21.747,26,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2003,4276.01257338784,70.296,29782884,21.574,25.3,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2015,7822.96804832241,75.573,34663603,20.397,15.8,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2016,7890.99716687807,75.821,35126296,19.965,15,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",2017,8261.06085184946,76.059,35581294,19.5,14.4,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1990,2545.87118457956,64.733,24807462,29.314,36.2,"Middle East & North Africa","Lower middle income"
"MA","MAR","Morocco",1991,2770.94882580966,65.253,25260404,28.487,35.3,"Middle East & North Africa","Lower middle income"
"MC","MCO","Monaco",1990,,,29438,,4.1,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1991,,,29622,,3.9,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1994,,,30435,,3.4,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1995,,,30716,,3.3,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1992,,,29865,,3.8,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1993,,,30146,,3.6,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2011,,,36024,,2.1,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2012,,,36460,,2,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2009,,,35226,,2.2,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2010,,,35612,,2.1,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2002,,,32806,,2.6,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2003,,,33153,,2.5,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2004,,,33500,25,2.4,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2005,,,33843,,2.4,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2006,,,34190,,2.3,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2007,,,34525,,2.3,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2008,,,34872,,2.2,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2013,,,36901,,2,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1996,,,30995,,3.2,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1997,,,31280,,3.1,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1998,,,31556,,2.9,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2017,,,38392,,1.7,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2014,,,37322,,1.9,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2015,,,37718,8.1,1.9,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2016,,,38070,7.8,1.8,"Europe & Central Asia","High income"
"MC","MCO","Monaco",1999,,,31844,,2.8,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2000,,,32147,,2.7,"Europe & Central Asia","High income"
"MC","MCO","Monaco",2001,,,32470,,2.6,"Europe & Central Asia","High income"
"MD","MDA","Moldova",1995,2310.22529923832,66.867,3675099,14.153,22.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1993,,67.221,3701000,15.607,20.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1990,,67.643,3696000,18.573,18.6,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1991,,67.563,3704000,17.529,19,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1992,,67.408,3706000,16.519,19.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1998,2177.09556174042,66.752,3652732,12.426,23.4,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1994,,67.03,3690000,14.82,21.9,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1996,2218.70474854061,66.761,3667748,13.565,23.5,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1997,2302.63805285457,66.722,3654208,13,23.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2001,2429.7280423584,67.185,3631462,10.832,19,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2002,2666.84583084348,67.362,3623062,10.494,17.2,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2003,2903.81772136405,67.521,3612874,10.306,15.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2004,3210.59705057801,67.665,3603945,10.265,14.5,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2005,3567.5703033353,67.82,3595187,10.347,13.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2006,3862.67821549489,68.022,3585209,10.513,13.2,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2007,4094.91260349855,68.302,3576910,10.707,13,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",1999,2137.49332832714,66.852,3647001,11.846,22.3,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2000,2235.87812553647,67.006,3639592,11.298,20.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2008,4508.75408181824,68.671,3570108,10.88,12.9,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2009,4275.93342192476,69.119,3565604,11.004,12.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2017,6858.89202760189,71.718,3549196,10.105,11.6,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2010,4637.51656260043,69.616,3562045,11.058,12.8,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2015,6082.84195598303,71.468,3554108,10.524,11.9,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2016,6424.37121926973,71.61,3551954,10.323,11.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2013,5637.50246471779,70.961,3558566,10.849,12.3,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2014,6035.02270805765,71.258,3556397,10.701,12.1,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2011,5012.7420583314,70.117,3559986,11.038,12.7,"Europe & Central Asia","Lower middle income"
"MD","MDA","Moldova",2012,5079.41639876853,70.577,3559519,10.962,12.5,"Europe & Central Asia","Lower middle income"
"ME","MNE","Montenegro",2009,13024.8311934429,74.858,618294,12.779,4.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2010,13635.0023792335,75.28,619428,12.565,4.4,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1991,,74.669,607105,16.182,10.2,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1992,,74.634,608516,15.864,9.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1993,,74.52,610170,15.532,9.7,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1990,,74.627,606372,16.487,10.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1995,,74.1,611712,14.86,9.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2011,14472.4654342458,75.7,620079,12.335,4,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2012,13863.8986000222,76.089,620601,12.105,3.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1994,,74.334,611389,15.193,9.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2003,7332.74297193232,73.355,612267,13.454,7.8,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2004,7835.14513300205,73.465,613353,13.401,7.4,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2005,8313.64067082044,73.62,614261,13.337,6.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2006,10447.8393532276,73.834,615025,13.246,6.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2007,12447.3452323883,74.116,615875,13.124,5.8,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2008,13816.5961691017,74.462,616969,12.968,5.4,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1996,,73.846,611003,14.547,9.5,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1997,,73.608,609520,14.267,9.5,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1998,,73.417,607662,14.029,9.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",1999,,73.288,606001,13.835,9.1,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2000,6002.63617351126,73.228,604950,13.688,8.9,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2001,6773.10235352374,73.23,607389,13.584,8.6,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2002,7100.32043693814,73.277,609828,13.511,8.2,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2017,19354.9298194866,77.271,622373,11.224,2.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2013,14870.2116816441,76.43,621207,11.888,3.3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2014,15371.1752421666,76.712,621810,11.691,3,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2015,16337.2557552457,76.938,622159,11.516,2.7,"Europe & Central Asia","Upper middle income"
"ME","MNE","Montenegro",2016,17866.5133629602,77.116,622303,11.363,2.5,"Europe & Central Asia","Upper middle income"
"MF","MAF","St. Martin (French part)",1990,,74.5219512195122,31520,24.9,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1991,,75.9243902439025,32449,23.8,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1992,,75.4243902439025,31811,22.2,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1993,,75.5731707317073,30200,20.7,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1994,,75.8219512195122,28484,20.1,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2008,,78.3707317073171,36885,17.2,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2009,,78.5707317073171,37377,17,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2010,,78.7219512195122,37582,16.8,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2002,,77.3707317073171,30910,17.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2003,,77.5707317073171,32053,17.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2004,,77.7219512195122,33186,17.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2005,,77.8707317073171,34248,17.5,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2006,,78.0707317073171,35237,17.5,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2007,,78.2219512195122,36137,17.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2012,,79.0219512195122,37009,16.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1995,,75.9707317073171,27321,19.5,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1996,,76.1707317073171,26849,18.9,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2011,,78.8707317073171,37446,16.6,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2016,,79.6219512195122,36065,15.2,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2013,,79.1707317073171,36453,16,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2014,,79.3219512195122,36015,15.7,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2015,,79.4707317073171,35858,15.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1997,,76.3707317073171,26909,18.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2017,,79.7219512195122,36560,14.9,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1999,,76.7707317073171,28116,17.6,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2000,,76.9707317073171,28935,17.4,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",2001,,77.1707317073171,29853,17.3,,"Latin America & Caribbean","High income"
"MF","MAF","St. Martin (French part)",1998,,76.5707317073171,27392,17.9,,"Latin America & Caribbean","High income"
"MG","MDG","Madagascar",1990,1072.77698203556,51.003,11598633,44.339,39.8,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1991,1009.13368568931,51.595,11942819,44.284,39.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1994,1018.23466433443,53.808,13066543,43.95,37.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1993,1028.44186960969,53.022,12675460,44.104,38.1,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1995,1025.30312716266,54.616,13475400,43.725,36.6,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1996,1033.73463960274,55.43,13902688,43.409,35.7,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1992,1013.93575647065,52.278,12301336,44.21,38.7,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2000,1149.08497116419,58.485,15766806,41.275,31.2,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2001,1207.12509560088,59.129,16260932,40.591,30.2,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2002,1038.60758775744,59.717,16765117,39.893,29.2,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2003,1126.85956993487,60.256,17279141,39.206,28.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2004,1182.190156975,60.752,17802997,38.547,27.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2005,1238.00967226063,61.212,18336724,37.923,26.6,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1997,1056.5681105154,56.239,14347854,42.998,34.7,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2006,1300.97246291227,61.65,18880269,37.334,25.8,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2007,1378.8830390553,62.079,19433530,36.768,25,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2008,1463.51539084517,62.509,19996473,36.221,24.3,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2014,1449.78778050003,65.133,23589887,33.679,19.9,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1998,1075.91089096339,57.028,14808791,42.498,33.5,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",1999,1106.8875204498,57.782,15282521,41.918,32.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2013,1414.90772415136,64.713,22961253,33.993,20.5,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2012,1397.23877913423,64.28,22346641,34.35,21.1,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2015,1470.79348884977,65.539,24234088,33.4,19.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2016,1507.94228250435,65.932,24894380,33.145,18.9,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2017,1560.40231488331,66.312,25570540,32.9,18.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2009,1376.07422030894,62.944,20569117,35.697,23.4,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2010,1357.33171816465,63.388,21151640,35.204,22.6,"Sub-Saharan Africa","Low income"
"MG","MDG","Madagascar",2011,1367.54195006914,63.836,21743967,34.754,21.8,"Sub-Saharan Africa","Low income"
"MH","MHL","Marshall Islands",2005,2715.88103096642,,55258,35,18.1,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1990,1888.0759472343,,47271,,19.5,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",1991,1907.9123918766,,48404,,19,"East Asia & Pacific","Upper middle income"
"MH","MHL","Marshall Islands",2006,2812.36347816063,,55767,35,18,"East Asia & Pacific","Upper middle income"
